ID,Continent,Country,Energy_Type,Energy_Production,Year,Month,Income_Level,Area_Type,Implementation_Year,Is_Subsidized,Efficiency_Score
H00643,Asia,Indonesia,Solar,-1.532726297206248,-1.4043722950523623,0.6618963635770365,High,Rural,-0.7533409093939749,True,-0.2146006480925654
H04768,Europe,Italy,Wind,1.455644665148745,0.7106462215928022,-0.20901990428748546,Low,Rural,1.0091545337069248,True,-0.13589005838211773
H00502,Africa,Ghana,Biomass,-1.6865030452531409,-1.4043722950523623,1.5328126314415584,Middle,Rural,-0.5015558460938464,True,-1.6371232951685968
H04067,Africa,Nigeria,Geothermal,0.9965316671426964,0.005640049377747369,1.0973544975092975,High,Urban,-0.5015558460938464,True,-1.5551971751502622
H00334,North America,USA,Solar,-0.6465669253992793,-1.4043722950523623,-0.6444780382197465,High,Urban,-1.256911035994232,True,0.4009636973694264
H04685,Africa,Egypt,Wind,1.302702364571874,-1.4043722950523623,1.5328126314415584,High,Rural,-0.5015558460938464,False,-1.4653021321949906
H00487,South America,Colombia,Hydro,1.0610940599661052,0.7106462215928022,1.5328126314415584,High,Rural,1.7645097236073102,False,0.7079769389398407
H01963,South America,Argentina,Wind,-0.32082247445901674,0.7106462215928022,0.6618963635770365,Low,Rural,-1.5086960992943603,False,-1.401690554365055
H00394,Australia,Australia,Wind,0.7027346336261293,0.005640049377747369,0.22643822964477553,Middle,Urban,-0.24977078279371787,False,-1.1485723968681358
H04843,Europe,Germany,Geothermal,0.5628335549378867,0.7106462215928022,-1.5153943060842685,Low,Rural,0.7573694704067961,True,-0.5612487958493241
H04867,South America,Colombia,Solar,1.2968612322817206,0.7106462215928022,0.6618963635770365,Low,Rural,0.7573694704067961,True,1.5297546411032719
H01756,Africa,Kenya,Solar,1.422171400922723,-0.6993661228373075,-1.5153943060842685,Low,Rural,1.2609395970070532,True,-1.3872905708123444
H02516,Asia,Japan,Biomass,1.1216749462896947,-0.6993661228373075,1.5328126314415584,Low,Urban,1.0091545337069248,False,0.4347267656022382
H03586,Asia,Japan,Hydro,-0.9541919455619234,-1.4043722950523623,0.6618963635770365,High,Rural,-0.5015558460938464,True,-1.5418457340892537
H04316,Australia,Australia,Biomass,-1.5235712163922939,-1.4043722950523623,-0.6444780382197465,Middle,Urban,-0.24977078279371787,True,-0.788363099552028
H04967,Australia,New Zealand,Solar,-0.8834784828166392,-1.4043722950523623,0.22643822964477553,High,Urban,-0.5015558460938464,False,1.0068115490749776
H02100,North America,USA,Biomass,-1.2843947301277314,1.415652393807857,-1.0799361721520075,High,Rural,-0.5015558460938464,True,-0.4331868061960913
H03600,North America,Canada,Solar,1.6286375463624274,0.7106462215928022,-1.5153943060842685,Low,Rural,0.7573694704067961,False,-0.7980795933084688
H04122,Asia,Japan,Solar,1.3952545096754454,0.005640049377747369,-0.20901990428748546,Low,Urban,0.2537993438065392,True,-0.7336990843179515
H00030,Australia,New Zealand,Geothermal,1.0648133115467742,1.415652393807857,0.22643822964477553,High,Urban,0.002014280506410646,False,0.44940636048606963
H00066,Africa,Kenya,Solar,1.671289732758689,0.7106462215928022,-1.5153943060842685,High,Rural,-1.5086960992943603,True,-0.6398894827269918
H00839,North America,Mexico,Solar,-1.5001351631628217,0.005640049377747369,-1.0799361721520075,High,Rural,-0.7533409093939749,False,-0.2108258951224374
H03907,Australia,Australia,Biomass,1.0095252063187516,0.005640049377747369,-0.20901990428748546,Middle,Rural,-1.256911035994232,True,-0.6519826727979574
H03774,Asia,Japan,Geothermal,-0.6176950429365216,-0.6993661228373075,1.5328126314415584,Low,Rural,-0.5015558460938464,True,0.853654442453671
H04636,Australia,Australia,Geothermal,-0.6852137639394362,0.005640049377747369,0.6618963635770365,High,Urban,-1.256911035994232,True,-0.6314312399605936
H03162,North America,USA,Solar,-1.1467824216429774,-1.4043722950523623,-0.6444780382197465,Low,Urban,1.0091545337069248,True,1.30361897705949
H02660,Africa,Kenya,Geothermal,0.2921626370190694,1.415652393807857,-0.20901990428748546,Middle,Rural,1.0091545337069248,False,-0.09758330601859597
H04616,Europe,France,Hydro,1.541664278629859,1.415652393807857,-1.5153943060842685,Middle,Rural,-1.256911035994232,True,0.5293052983537799
H04629,Europe,UK,Wind,-0.6252289115230051,-1.4043722950523623,1.5328126314415584,Low,Urban,-0.24977078279371787,True,-1.0265919536667758
H02452,Europe,France,Biomass,-1.2149687006219096,1.415652393807857,-1.0799361721520075,Low,Rural,-1.0051259726941033,True,-0.7925572695188371
H02847,Africa,Egypt,Wind,-1.061811827838462,1.415652393807857,-1.0799361721520075,Middle,Urban,1.2609395970070532,False,0.17951152312191443
H01145,Africa,Ghana,Wind,-0.2564984951984715,-1.4043722950523623,-1.5153943060842685,Middle,Urban,-1.256911035994232,False,1.118166761693755
H03079,North America,USA,Biomass,1.3739641785117438,0.7106462215928022,1.0973544975092975,High,Rural,1.2609395970070532,False,0.14267273024677604
H01104,Australia,Australia,Solar,-0.7639617637532171,1.415652393807857,1.5328126314415584,High,Urban,0.2537993438065392,True,1.2476268080025907
H00169,Asia,India,Biomass,0.8839766241148854,0.7106462215928022,-1.0799361721520075,Middle,Urban,1.2609395970070532,False,-1.5460399040560626
H01671,Europe,UK,Wind,-0.48194236024210213,-0.6993661228373075,0.6618963635770365,High,Urban,-0.24977078279371787,True,1.0370095728360018
H02571,Africa,South Africa,Solar,1.4315172125869686,-0.6993661228373075,-1.0799361721520075,Low,Urban,-1.256911035994232,True,0.8685437458358427
H02378,North America,USA,Solar,-1.5974794208799477,0.005640049377747369,1.0973544975092975,Low,Rural,-1.0051259726941033,False,0.5273480190359356
H04396,Europe,France,Hydro,-1.6091140027476816,-0.6993661228373075,0.6618963635770365,Low,Urban,-1.5086960992943603,False,0.005523372332123747
H04258,Asia,India,Geothermal,-0.4620109863867219,0.7106462215928022,-1.5153943060842685,Middle,Urban,0.5055844071066676,False,-0.7579553672926632
H03863,North America,USA,Wind,-1.2922146949896511,0.7106462215928022,-1.0799361721520075,Low,Rural,-1.0051259726941033,False,-0.11862405868542095
H00024,South America,Chile,Geothermal,-0.5125546617137624,0.7106462215928022,-1.0799361721520075,Low,Rural,-0.5015558460938464,True,0.5407693629297243
H02634,South America,Colombia,Biomass,0.4087945519718443,0.005640049377747369,-0.20901990428748546,Low,Urban,1.2609395970070532,True,1.2894287020051198
H03341,Europe,Germany,Hydro,-1.4512603827758248,0.7106462215928022,-1.5153943060842685,Low,Rural,0.7573694704067961,True,-0.3230199417345764
H02216,South America,Colombia,Wind,0.8101399436960911,0.005640049377747369,-1.0799361721520075,Middle,Rural,0.002014280506410646,True,-0.9010464659936281
H03683,Asia,India,Solar,1.6811362129049479,0.7106462215928022,-1.0799361721520075,Middle,Rural,-0.7533409093939749,False,-1.1864597322349764
H04725,Australia,New Zealand,Solar,0.35269584063008647,-1.4043722950523623,0.6618963635770365,Middle,Rural,-0.5015558460938464,True,-0.07136974372604012
H01908,South America,Peru,Geothermal,1.7176134880230478,0.7106462215928022,1.0973544975092975,High,Urban,1.7645097236073102,True,0.21187653469912335
H00085,South America,Brazil,Geothermal,0.7156328073770394,0.7106462215928022,0.6618963635770365,High,Urban,1.5127246603071818,True,-0.6958117489511109
H00228,South America,Peru,Geothermal,-1.2045261865684926,0.005640049377747369,0.6618963635770365,High,Rural,-1.256911035994232,False,-1.4920749171497878
H00297,Asia,India,Wind,-0.9858055839976102,-0.6993661228373075,1.5328126314415584,Middle,Urban,-0.7533409093939749,False,1.3934441171819816
H01002,South America,Chile,Biomass,-1.4916476403248846,-1.4043722950523623,1.0973544975092975,Middle,Rural,0.5055844071066676,False,0.6174527704895479
H02139,Asia,India,Solar,-0.6841170615502646,0.7106462215928022,-0.6444780382197465,Middle,Urban,-0.7533409093939749,False,0.4470296641715444
H00712,Africa,Ghana,Wind,0.7227136901940824,1.415652393807857,0.6618963635770365,Low,Rural,1.7645097236073102,False,1.307813147026299
H02802,Africa,Kenya,Hydro,-0.9646344596153402,-1.4043722950523623,-0.20901990428748546,Low,Rural,1.0091545337069248,True,1.32242283907735
H02528,Europe,France,Wind,0.5886537437959929,0.7106462215928022,-1.5153943060842685,High,Urban,1.7645097236073102,False,0.9776620678056553
H03753,Europe,Italy,Biomass,-1.4157606032654646,-1.4043722950523623,1.5328126314415584,Low,Urban,0.5055844071066676,True,1.2443413748619234
H03322,North America,Mexico,Geothermal,1.307780573460864,-0.6993661228373075,-1.5153943060842685,Middle,Urban,-1.5086960992943603,False,1.1027182356493417
H03182,South America,Brazil,Wind,-1.1363399075895606,-0.6993661228373075,-0.6444780382197465,Low,Rural,-0.5015558460938464,True,-1.518568090773464
H04184,Asia,South Korea,Solar,1.380353661996483,0.7106462215928022,-0.6444780382197465,Low,Urban,1.2609395970070532,True,1.3382208792856636
H01616,North America,USA,Wind,-0.5947358168327762,0.7106462215928022,-1.5153943060842685,Low,Rural,0.7573694704067961,True,-0.1522473212526724
H03025,South America,Peru,Geothermal,-0.34897911623318406,-0.6993661228373075,-0.20901990428748546,High,Rural,-0.5015558460938464,True,-0.2653501046909535
H01414,South America,Peru,Solar,-0.027287695861599414,-1.4043722950523623,-1.5153943060842685,High,Rural,0.002014280506410646,False,-1.073706462960596
H00764,Europe,Spain,Biomass,1.356440781641284,0.005640049377747369,0.6618963635770365,Low,Urban,-0.24977078279371787,False,-0.22508607300958774
H00656,Europe,Spain,Wind,0.08138120609153811,-0.6993661228373075,-1.0799361721520075,High,Urban,0.5055844071066676,False,1.0874794181032692
H04798,South America,Peru,Wind,0.98823487515505,-1.4043722950523623,1.5328126314415584,Low,Urban,-1.0051259726941033,False,-0.12617356462567691
H03850,South America,Chile,Hydro,-0.6171466917419357,1.415652393807857,-1.0799361721520075,Low,Urban,-0.5015558460938464,True,1.019743573139305
H04154,Asia,Indonesia,Hydro,0.8671207852204432,1.415652393807857,0.6618963635770365,Middle,Urban,1.0091545337069248,True,-0.04180084546003717
H00469,North America,Mexico,Biomass,1.3588725999824907,-0.6993661228373075,1.5328126314415584,High,Rural,-0.7533409093939749,False,-1.2325956018698747
H00158,North America,Canada,Geothermal,-1.0845326403793438,1.415652393807857,0.6618963635770365,Middle,Rural,1.5127246603071818,True,0.29471139154360004
H01296,North America,Canada,Solar,0.7614320528030984,1.415652393807857,-0.20901990428748546,Low,Urban,-1.0051259726941033,False,0.7051109227958544
H00498,Africa,Egypt,Biomass,1.4555016170110264,0.7106462215928022,0.22643822964477553,Middle,Urban,0.7573694704067961,False,-0.4027091711039462
H04741,Asia,Japan,Solar,-1.363118888585226,-1.4043722950523623,-1.5153943060842685,Middle,Rural,-0.7533409093939749,False,-1.5326884629950543
H02941,North America,Mexico,Biomass,1.4126110170519008,-1.4043722950523623,-0.6444780382197465,Middle,Rural,0.5055844071066676,True,-1.2639120709553815
H03457,Europe,Spain,Wind,0.05503650739513232,1.415652393807857,1.0973544975092975,Middle,Rural,-0.24977078279371787,True,1.5342284224012015
H00374,South America,Brazil,Biomass,0.03934889495872081,0.005640049377747369,-1.0799361721520075,Low,Urban,-1.256911035994232,True,0.8749049036188364
H00080,Asia,Indonesia,Geothermal,1.0297903591621407,-1.4043722950523623,-0.6444780382197465,Middle,Urban,-0.7533409093939749,True,1.3834480120944201
H01554,Europe,UK,Solar,-0.3563460953256632,0.005640049377747369,-1.0799361721520075,High,Rural,-1.256911035994232,False,-1.3182265720255573
H01670,Africa,Nigeria,Biomass,-1.6940607551959108,-0.6993661228373075,1.0973544975092975,Low,Rural,0.7573694704067961,True,0.6886837570925197
H02132,South America,Peru,Solar,-0.9968918146707583,0.7106462215928022,1.5328126314415584,Middle,Rural,0.5055844071066676,False,0.303728856972239
H04440,North America,USA,Biomass,-1.5266705927095179,-0.6993661228373075,0.22643822964477553,Low,Urban,-0.24977078279371787,False,-0.42025478213176354
H00466,Europe,Italy,Hydro,1.4620818313460562,0.7106462215928022,1.0973544975092975,Low,Rural,1.5127246603071818,True,1.6013351418701445
H00249,North America,USA,Wind,0.9087477932963929,1.415652393807857,1.0973544975092975,High,Urban,-1.256911035994232,True,-0.128060941110741
H00932,Africa,Ghana,Biomass,-1.1723403555819338,-0.6993661228373075,-0.6444780382197465,Middle,Urban,-1.5086960992943603,False,0.6047304549235605
H01336,South America,Argentina,Biomass,-0.26191048307547066,1.415652393807857,1.5328126314415584,High,Rural,-0.7533409093939749,True,-0.5156721488766669
H04525,South America,Chile,Wind,-1.6649743005265758,-0.6993661228373075,1.0973544975092975,High,Urban,1.2609395970070532,False,-0.178251175046888
H01339,South America,Colombia,Hydro,-0.880593678705992,1.415652393807857,0.22643822964477553,Low,Urban,1.5127246603071818,True,-0.584176925001213
H01407,Europe,France,Geothermal,1.519467975927277,-1.4043722950523623,0.6618963635770365,High,Rural,-1.0051259726941033,True,-0.05641053751108833
H01091,Asia,Indonesia,Hydro,-1.5413568681819034,0.005640049377747369,0.6618963635770365,High,Rural,-1.5086960992943603,True,-0.5479672576210958
H04210,Australia,Australia,Biomass,-0.19403414172826078,0.7106462215928022,-0.20901990428748546,Middle,Urban,1.2609395970070532,True,0.8554719161059549
H00743,Australia,Australia,Wind,-1.6211300463159968,1.415652393807857,-0.6444780382197465,Middle,Urban,1.7645097236073102,True,0.3270065002880289
H02324,Asia,China,Wind,-0.42345951327171005,-0.6993661228373075,0.22643822964477553,Middle,Rural,0.2537993438065392,True,1.4123877848654016
H03602,Australia,New Zealand,Wind,-0.09924090913377322,0.005640049377747369,1.0973544975092975,High,Rural,-0.24977078279371787,False,-0.47470908886749974
H02124,Australia,Australia,Wind,-1.048222254755248,-0.6993661228373075,0.22643822964477553,Middle,Urban,-0.24977078279371787,False,0.0903155084944444
H02095,North America,Canada,Hydro,-1.1409412893528241,-1.4043722950523623,1.5328126314415584,High,Rural,0.2537993438065392,True,-0.006080497909380957
H00241,Africa,Ghana,Hydro,-0.543453059460859,0.7106462215928022,-0.6444780382197465,High,Urban,1.2609395970070532,False,1.0291105527318452
H02352,North America,Mexico,Solar,-0.5435722662422906,1.415652393807857,0.22643822964477553,Middle,Urban,-1.5086960992943603,True,-0.06528819727416713
H01371,Asia,India,Wind,1.2153714764950105,0.005640049377747369,-1.5153943060842685,Low,Rural,-0.5015558460938464,True,1.1129939520680239
H01058,Asia,South Korea,Solar,0.3845955753412093,-1.4043722950523623,1.0973544975092975,Middle,Rural,0.2537993438065392,False,0.04005537172551732
H04817,Africa,Egypt,Solar,-0.9458236295054181,-0.6993661228373075,-1.5153943060842685,Middle,Rural,0.2537993438065392,True,1.569319644456836
H00200,Asia,Indonesia,Hydro,1.4271542443865686,0.005640049377747369,0.6618963635770365,Low,Urban,0.2537993438065392,True,-1.2246266789329379
H02281,North America,USA,Solar,-0.462654703006453,-1.4043722950523623,1.0973544975092975,High,Urban,0.7573694704067961,False,-0.3016995777366311
H04750,North America,USA,Hydro,-0.6752242356554599,0.005640049377747369,1.5328126314415584,Low,Rural,-0.7533409093939749,False,-0.9006969518297273
H02221,Europe,UK,Solar,-0.20221172693447553,-1.4043722950523623,-0.6444780382197465,Middle,Rural,0.002014280506410646,False,-1.4012711373683742
H04772,Africa,Ghana,Biomass,-0.2907108414693694,-1.4043722950523623,-0.6444780382197465,High,Urban,-1.0051259726941033,False,-0.11911337851488193
H02820,Europe,Spain,Biomass,1.2805537445818642,0.7106462215928022,0.6618963635770365,High,Rural,-0.5015558460938464,True,-0.23836761123781608
H03151,South America,Brazil,Hydro,-0.659107478805894,0.005640049377747369,0.22643822964477553,Low,Rural,1.2609395970070532,True,-1.2414732616329536
H04257,Africa,South Africa,Wind,1.7225248074180337,-1.4043722950523623,0.22643822964477553,Middle,Urban,0.2537993438065392,False,1.6897622253370328
H03108,North America,Canada,Biomass,-0.35184007898754494,0.005640049377747369,1.0973544975092975,High,Urban,-1.0051259726941033,False,-1.0045026585082486
H01974,Europe,Spain,Biomass,-0.8061848057363251,-0.6993661228373075,1.0973544975092975,Middle,Urban,0.002014280506410646,False,-0.8939862798828332
H01376,Australia,New Zealand,Solar,-1.0939261347561617,-1.4043722950523623,1.0973544975092975,High,Urban,-1.256911035994232,True,0.6243032481020022
H03969,Australia,New Zealand,Geothermal,-0.24393410043557043,-1.4043722950523623,-1.0799361721520075,Low,Rural,1.0091545337069248,True,1.7423291555877047
H04063,South America,Brazil,Solar,0.7775011269400917,0.005640049377747369,-1.0799361721520075,Middle,Rural,0.002014280506410646,False,0.23459495535267177
H04446,Europe,Spain,Hydro,-0.6525987885397232,0.005640049377747369,0.22643822964477553,High,Urban,-1.5086960992943603,True,0.510082019339239
H03558,Asia,Japan,Biomass,0.5158899244100834,0.7106462215928022,-0.20901990428748546,High,Rural,-1.256911035994232,False,-1.3215120051662241
H00965,South America,Argentina,Biomass,1.6445158896491294,0.005640049377747369,0.6618963635770365,High,Rural,1.0091545337069248,False,-0.03669793866708637
H00180,North America,USA,Geothermal,-1.6494535775841686,0.005640049377747369,0.22643822964477553,Middle,Rural,-1.5086960992943603,True,0.30820263827016886
H03699,South America,Brazil,Hydro,1.2904955901532675,0.7106462215928022,1.0973544975092975,High,Rural,-0.7533409093939749,False,-1.4660710633555722
H03822,Asia,South Korea,Wind,1.6985165616376896,-0.6993661228373075,-1.0799361721520075,Low,Urban,-1.256911035994232,False,1.5056381637941203
H04879,Australia,New Zealand,Hydro,-1.100887810791773,-0.6993661228373075,0.22643822964477553,Middle,Rural,-1.0051259726941033,False,-0.6897302024992379
H03900,Africa,Ghana,Solar,0.2661517173106726,-0.6993661228373075,-1.5153943060842685,High,Rural,-0.5015558460938464,True,0.763479788167279
H04488,South America,Brazil,Biomass,-0.3931094667191993,-1.4043722950523623,0.22643822964477553,Low,Rural,-0.7533409093939749,True,1.4845275082945153
H03239,Africa,Ghana,Biomass,-0.8010350727784757,1.415652393807857,-0.6444780382197465,High,Urban,0.7573694704067961,True,0.6410100251364578
H02975,Asia,South Korea,Wind,-1.3637864465612437,0.005640049377747369,-0.6444780382197465,High,Rural,0.002014280506410646,False,-0.8071669615698882
H03581,North America,Mexico,Biomass,-1.4546220140121986,-0.6993661228373075,-0.20901990428748546,Low,Rural,0.2537993438065392,True,0.5099422136736784
H02888,Asia,China,Geothermal,1.64594637102631,-1.4043722950523623,-1.5153943060842685,Middle,Urban,0.7573694704067961,True,1.214982185094261
H02576,Asia,Japan,Geothermal,-0.7016881411332972,-1.4043722950523623,0.22643822964477553,High,Rural,-0.24977078279371787,False,-1.0184832250642786
H01420,Australia,Australia,Geothermal,0.4124422794836545,-0.6993661228373075,1.0973544975092975,Middle,Rural,-0.5015558460938464,False,0.5217557924135235
H03908,Australia,Australia,Biomass,1.5737785855475592,0.005640049377747369,1.5328126314415584,Middle,Rural,-1.5086960992943603,True,-1.1748558619934717
H04674,Asia,Japan,Biomass,-1.117505236123352,0.005640049377747369,0.6618963635770365,Middle,Rural,0.002014280506410646,False,-0.9782191933829127
H04903,South America,Colombia,Biomass,-0.3981876756081899,0.005640049377747369,-1.5153943060842685,Low,Urban,-1.0051259726941033,True,-1.604898089256948
H01861,Europe,Spain,Biomass,0.791758257999323,-0.6993661228373075,0.6618963635770365,Middle,Urban,-0.5015558460938464,False,-0.9826230718480621
H00009,North America,Canada,Solar,-0.579501190165805,-0.6993661228373075,-1.5153943060842685,Low,Urban,-1.256911035994232,False,-0.5900487629547455
H02895,North America,Canada,Wind,-1.3382285126222873,-1.4043722950523623,0.22643822964477553,High,Rural,0.002014280506410646,False,1.1852734811626977
H02848,South America,Argentina,Biomass,-1.3799985688359546,-0.6993661228373075,0.22643822964477553,Middle,Urban,0.2537993438065392,False,0.6104624872115331
H03665,Europe,Spain,Biomass,-0.043905121193178416,0.005640049377747369,-0.20901990428748546,High,Rural,0.7573694704067961,True,0.8027651801897228
H00145,Australia,New Zealand,Hydro,-0.018871697092521483,-1.4043722950523623,-0.20901990428748546,Low,Urban,-1.5086960992943603,True,-0.5426546423298045
H02105,Asia,South Korea,Geothermal,-1.1131661092792382,-1.4043722950523623,-0.20901990428748546,Low,Rural,-0.24977078279371787,False,-1.6631970517955923
H03144,Africa,Egypt,Geothermal,1.6919840300152325,-1.4043722950523623,-0.20901990428748546,Middle,Rural,-0.24977078279371787,True,-1.6230728257797868
H00842,Europe,France,Wind,0.8477616039159355,1.415652393807857,-1.0799361721520075,Low,Urban,1.0091545337069248,True,-0.999958974377539
H01129,Europe,Spain,Geothermal,1.3226098970709677,0.7106462215928022,-0.20901990428748546,Middle,Rural,0.2537993438065392,True,1.0356814190131791
H00152,South America,Colombia,Wind,1.3823086532119626,0.005640049377747369,0.6618963635770365,Middle,Urban,-0.5015558460938464,False,0.03320489411306259
H03592,South America,Argentina,Wind,1.0418779267993148,-1.4043722950523623,0.22643822964477553,Low,Urban,-0.7533409093939749,True,1.2446209861930442
H01053,Asia,India,Solar,-0.17963396253131156,-0.6993661228373075,-1.0799361721520075,Low,Urban,0.5055844071066676,False,1.282927738556566
H01591,Africa,Egypt,Wind,1.0085477107110117,-1.4043722950523623,-1.0799361721520075,High,Rural,-1.5086960992943603,True,0.8912621664893912
H03009,South America,Peru,Hydro,0.5089759310870446,-0.6993661228373075,-1.5153943060842685,High,Rural,-0.5015558460938464,True,0.7015458783240669
H02030,North America,Canada,Wind,-0.7736890371180438,0.7106462215928022,1.0973544975092975,Low,Rural,1.0091545337069248,False,1.2282637233224896
H03419,South America,Colombia,Geothermal,0.001894124232880689,-0.6993661228373075,0.6618963635770365,Middle,Urban,-0.5015558460938464,True,0.9745863431633288
H01808,North America,Canada,Hydro,-1.4874277202622024,0.005640049377747369,-0.20901990428748546,Low,Urban,1.5127246603071818,False,0.14903388802976938
H02697,North America,Canada,Biomass,1.6031988192049025,-0.6993661228373075,-0.20901990428748546,Low,Rural,1.2609395970070532,False,1.048893054408627
H03040,South America,Peru,Solar,-1.5911137787514946,0.005640049377747369,-0.6444780382197465,Middle,Rural,0.5055844071066676,False,0.9101359313400312
H00473,South America,Argentina,Wind,1.1412010170882072,0.7106462215928022,1.0973544975092975,Low,Urban,-0.5015558460938464,True,-0.03669793866708637
H03290,Africa,Ghana,Hydro,-0.9980838824850753,0.005640049377747369,1.0973544975092975,High,Urban,0.2537993438065392,True,1.0968463976958094
H04075,North America,USA,Wind,-0.6789911699487016,0.005640049377747369,-1.5153943060842685,High,Urban,0.002014280506410646,False,-0.7629883712528339
H03497,Africa,Ghana,Wind,1.0418779267993148,0.005640049377747369,0.22643822964477553,Low,Rural,0.5055844071066676,True,0.4278762879897839
H00280,Australia,Australia,Solar,-1.4453238850605261,-0.6993661228373075,1.5328126314415584,High,Rural,-0.5015558460938464,False,-0.4413654376313686
H01742,Asia,China,Hydro,-1.470357309161183,-0.6993661228373075,0.22643822964477553,Middle,Rural,-1.5086960992943603,False,0.8913320693221712
H04625,Africa,Ghana,Solar,-0.26365090208437353,-1.4043722950523623,0.6618963635770365,Low,Urban,-1.5086960992943603,True,1.5248614428086613
H02887,North America,Mexico,Solar,0.21772992269311606,0.005640049377747369,0.6618963635770365,Middle,Rural,-1.5086960992943603,False,1.695004937795544
H01942,North America,Canada,Geothermal,1.2419069060417072,-1.4043722950523623,-0.6444780382197465,Middle,Rural,-0.24977078279371787,True,-0.866724175098575
H00101,North America,Canada,Hydro,-0.6039624217155898,-0.6993661228373075,-1.0799361721520075,High,Rural,-0.5015558460938464,False,-0.3986548068026975
H02805,Australia,Australia,Hydro,0.8873620967075458,-1.4043722950523623,-1.5153943060842685,High,Urban,-1.0051259726941033,False,-1.1896752625428633
H03571,Asia,Japan,Solar,0.3581078285070856,0.005640049377747369,-0.6444780382197465,Low,Rural,-1.5086960992943603,True,0.8573592925910191
H03685,Asia,Indonesia,Hydro,1.0057582720255103,-1.4043722950523623,0.6618963635770365,Low,Urban,-0.5015558460938464,False,0.09150385665170706
H03662,North America,Canada,Hydro,1.0236869719528379,0.005640049377747369,-0.6444780382197465,Middle,Urban,-0.5015558460938464,False,-0.5859244958207167
H00531,Asia,Japan,Solar,0.5340808792565608,0.7106462215928022,-1.0799361721520075,High,Rural,-0.24977078279371787,False,1.6455137321871987
H01887,Europe,Italy,Biomass,1.1201014167747967,1.415652393807857,0.22643822964477553,Middle,Urban,-1.0051259726941033,False,0.8072389614876522
H00682,Australia,Australia,Wind,-1.042595694671672,1.415652393807857,0.22643822964477553,Middle,Urban,0.5055844071066676,True,0.3604200543569399
